,AKBNK,ALBRK,DENIZ,FINBN,GARAN,ICBCT,ISATR,ISBTR,ISCTR,SKBNK,HALKB,KLNMA,TSKB,VAKBN,YKBNK
16/06/2009,"18,300.00",835.45,"6,086.85","7,800.00","16,128.00",344.40,19.43,22.48,"13,427.09",775.00,"6,875.00",662.40,504.00,"5,100.00","9,433.10"
17/06/2009,"18,150.00",835.45,"6,051.05","7,725.00","16,212.00",336.00,19.43,22.62,"13,242.32",780.00,"7,125.00",662.40,498.00,"5,225.00","9,563.51"
18/06/2009,"19,200.00",846.23,"6,230.07","7,875.00","17,136.00",352.80,19.43,22.77,"13,735.05",825.00,"7,687.50",675.20,516.00,"5,475.00","9,867.81"
19/06/2009,"19,200.00",840.84,"6,015.24","7,800.00","17,052.00",340.20,19.43,22.48,"13,550.28",805.00,"7,500.00",668.80,516.00,"5,400.00","9,911.28"
22/06/2009,"18,750.00",830.06,"5,872.02","7,800.00","16,716.00",361.20,19.43,22.33,"13,365.50",790.00,"7,437.50",662.40,510.00,"5,325.00","9,693.92"
23/06/2009,"18,450.00",824.67,"5,585.58","7,725.00","16,380.00",348.60,19.43,22.33,"13,242.32",770.00,"7,250.00",662.40,504.00,"5,225.00","9,520.04"
24/06/2009,"19,650.00",830.06,"5,549.78","7,800.00","16,968.00",352.80,19.43,23.49,"13,488.69",785.00,"7,500.00",662.40,516.00,"5,375.00","9,737.39"
25/06/2009,"20,550.00",835.45,"5,513.97","7,725.00","17,304.00",352.80,19.43,23.49,"13,735.05",785.00,"7,687.50",675.20,522.00,"5,525.00","9,693.92"
26/06/2009,"21,450.00",846.23,"5,549.78","7,800.00","17,388.00",352.80,19.43,23.20,"13,796.65",790.00,"7,687.50",704.00,528.00,"5,700.00","9,911.28"
29/06/2009,"21,150.00",851.62,"5,549.78","7,725.00","17,556.00",357.00,19.43,23.20,"13,735.05",810.00,"7,875.00",752.00,522.00,"5,875.00","9,780.87"
30/06/2009,"20,700.00",867.79,"5,549.78","7,725.00","17,556.00",352.80,19.43,23.20,"13,981.42",805.00,"7,625.00",787.20,540.00,"5,825.00","9,911.28"
01/07/2009,"21,150.00",867.79,"5,513.97","7,725.00","17,556.00",361.20,19.43,23.20,"14,104.61",810.00,"7,875.00",787.20,534.00,"5,875.00","9,954.75"
02/07/2009,"21,150.00",883.96,"5,478.17","7,650.00","17,556.00",361.20,19.43,25.38,"14,043.02",825.00,"8,000.00",787.20,534.00,"6,050.00","9,954.75"
03/07/2009,"20,850.00",910.91,"5,442.36","7,725.00","17,052.00",352.80,19.43,23.64,"13,919.83",815.00,"7,937.50",752.00,528.00,"5,875.00","10,085.16"
06/07/2009,"21,000.00",916.30,"5,370.75","7,650.00","16,968.00",352.80,19.43,23.06,"13,796.65",810.00,"7,937.50",742.40,528.00,"5,775.00","9,998.22"
07/07/2009,"21,450.00",932.47,"5,513.97","7,650.00","17,472.00",352.80,19.43,23.78,"13,981.42",820.00,"8,000.00",755.20,534.00,"5,850.00","10,259.04"
08/07/2009,"21,900.00",937.86,"5,406.56","7,725.00","17,556.00",344.40,19.43,23.49,"14,043.02",815.00,"8,000.00",755.20,522.00,"5,850.00","10,215.57"
09/07/2009,"21,450.00",932.47,"5,406.56","7,575.00","17,304.00",340.20,19.43,23.35,"13,796.65",825.00,"8,187.50",742.40,522.00,"6,050.00","10,172.10"
10/07/2009,"21,600.00",932.47,"5,334.95","7,575.00","17,304.00",336.00,19.43,23.20,"13,488.69",810.00,"8,187.50",755.20,522.00,"5,850.00","10,085.16"
13/07/2009,"22,200.00",927.08,"5,191.73","7,650.00","17,640.00",336.00,19.43,23.20,"13,488.69",810.00,"8,187.50",812.80,528.00,"5,975.00","10,172.10"
14/07/2009,"21,600.00",916.30,"5,299.14","7,575.00","17,808.00",336.00,19.43,23.35,"13,303.91",795.00,"8,000.00",816.00,528.00,"5,875.00","9,998.22"
15/07/2009,"22,200.00",937.86,"5,334.95","7,725.00","19,236.00",340.20,19.43,23.78,"13,919.83",820.00,"8,312.50",832.00,534.00,"6,100.00","10,345.98"
16/07/2009,"22,050.00",927.08,"5,406.56","7,650.00","18,816.00",344.40,19.43,24.22,"14,166.20",830.00,"8,375.00",864.00,540.00,"6,400.00","10,911.10"
17/07/2009,"21,600.00",937.86,"5,406.56","7,650.00","18,396.00",340.20,19.43,23.78,"13,919.83",845.00,"8,187.50",840.00,558.00,"6,200.00","10,693.75"
20/07/2009,"22,050.00",943.25,"5,370.75","7,725.00","18,648.00",344.40,19.43,23.78,"14,166.20",855.00,"8,250.00",848.00,564.00,"6,250.00","10,737.22"
21/07/2009,"21,450.00",943.25,"5,370.75","7,725.00","18,732.00",340.20,18.80,23.78,"14,166.20",835.00,"8,062.50",848.00,570.00,"6,225.00","10,563.33"
22/07/2009,"21,450.00",959.42,"5,370.75","7,725.00","18,984.00",344.40,18.80,23.64,"14,289.38",840.00,"8,375.00",856.00,564.00,"6,200.00","10,824.16"
23/07/2009,"21,750.00","1,002.54","5,442.36","7,800.00","19,572.00",348.60,18.80,23.78,"14,597.35",855.00,"8,625.00",856.00,576.00,"6,600.00","11,476.22"
24/07/2009,"21,750.00",997.15,"5,442.36","7,800.00","20,412.00",348.60,18.80,23.78,"14,905.31",845.00,"8,687.50",864.00,600.00,"6,700.00","11,910.92"
27/07/2009,"22,200.00",991.76,"5,406.56","7,953.75","20,580.00",348.60,18.80,23.93,"15,090.08",865.00,"8,750.00",872.00,618.00,"6,900.00","11,823.98"
28/07/2009,"22,500.00","1,034.88","5,513.97","8,111.25","20,496.00",348.60,18.80,23.78,"15,028.49",875.00,"8,875.00",904.00,612.00,"7,200.00","12,432.57"
29/07/2009,"22,500.00","1,072.61","5,728.80","8,898.75","20,748.00",352.80,18.80,24.94,"15,151.67",895.00,"9,250.00",936.00,612.00,"7,300.00","12,519.51"
30/07/2009,"24,900.00","1,158.85","5,800.41","9,607.50","21,672.00",365.40,18.80,24.51,"15,829.19",930.00,"9,687.50",960.00,636.00,"7,750.00","13,301.98"
31/07/2009,"24,900.00","1,234.31","5,657.19","9,450.00","21,840.00",361.20,17.34,24.22,"15,706.00",935.00,"9,812.50",920.00,642.00,"7,750.00","13,388.92"
03/08/2009,"27,150.00","1,239.70","5,657.19","10,158.75","22,890.00",369.60,17.34,24.36,"16,321.93",970.00,"10,562.50",896.00,696.00,"7,950.00","13,997.51"
04/08/2009,"26,700.00","1,234.31","5,657.19","10,001.25","22,680.00",386.40,17.34,24.36,"16,013.97","1,070.00","10,437.50",904.00,702.00,"7,850.00","14,171.39"
05/08/2009,"25,500.00","1,234.31","5,621.39","9,528.75","22,050.00",382.20,17.34,24.65,"15,859.98","1,090.00","9,750.00",880.00,684.00,"7,400.00","13,301.98"
06/08/2009,"25,650.00","1,212.75","5,979.44","9,922.50","21,630.00",390.60,17.34,24.51,"16,167.95","1,130.00","9,375.00",872.00,690.00,"7,400.00","13,128.09"
07/08/2009,"26,100.00","1,207.36","5,800.41","10,001.25","22,680.00",394.80,17.34,25.67,"16,475.91","1,115.00","9,625.00",904.00,720.00,"7,550.00","13,475.86"
10/08/2009,"25,500.00","1,196.58","5,728.80","9,843.75","22,260.00",394.80,17.34,25.09,"16,475.91","1,110.00","9,625.00",904.00,726.00,"7,400.00","13,215.04"
11/08/2009,"25,050.00","1,169.63","5,657.19","9,843.75","21,630.00",382.20,17.34,26.10,"15,859.98","1,060.00","9,625.00",864.00,732.00,"7,400.00","12,780.33"
12/08/2009,"25,200.00","1,148.07","5,549.78","10,080.00","21,630.00",386.40,17.34,26.54,"15,859.98","1,080.00","10,375.00",840.00,732.00,"7,600.00","13,041.15"
13/08/2009,"25,050.00","1,201.97","5,657.19","10,080.00","22,260.00",390.60,17.34,26.39,"16,629.89","1,105.00","10,812.50",856.00,732.00,"7,950.00","13,301.98"
14/08/2009,"24,450.00","1,191.19","5,585.58","10,080.00","22,050.00",382.20,17.34,25.38,"17,399.79","1,080.00","10,750.00",832.00,726.00,"7,950.00","13,128.09"
17/08/2009,"24,000.00","1,169.63","5,478.17","10,001.25","22,470.00",382.20,17.34,25.23,"18,323.67","1,065.00","10,625.00",824.00,714.00,"7,900.00","13,301.98"
18/08/2009,"23,850.00","1,164.24","5,478.17","9,922.50","22,260.00",378.00,17.34,25.23,"18,169.69","1,105.00","10,437.50",848.00,708.00,"8,150.00","13,301.98"
19/08/2009,"25,950.00","1,158.85","5,549.78","9,922.50","23,310.00",386.40,18.75,25.38,"18,477.65","1,155.00","10,750.00",840.00,726.00,"8,650.00","13,823.62"
20/08/2009,"26,400.00","1,158.85","5,657.19","10,001.25","24,360.00",382.20,18.75,25.67,"18,939.59","1,230.00","11,062.50",840.00,744.00,"8,600.00","14,171.39"
21/08/2009,"26,700.00","1,164.24","5,728.80","10,080.00","24,780.00",386.40,18.75,25.81,"19,093.57","1,250.00","11,500.00",856.00,786.00,"8,750.00","14,258.33"
24/08/2009,"26,700.00","1,158.85","5,693.00","10,080.00","24,780.00",394.80,18.75,25.38,"19,093.57","1,260.00","11,312.50",840.00,786.00,"8,750.00","14,345.27"
25/08/2009,"26,400.00","1,153.46","5,621.39","10,080.00","24,780.00",394.80,18.75,25.38,"19,247.55","1,265.00","11,062.50",832.00,768.00,"8,750.00","14,345.27"
26/08/2009,"25,950.00","1,158.85","5,585.58","10,395.00","23,730.00",390.60,20.63,25.38,"18,631.63","1,240.00","10,375.00",808.00,756.00,"8,350.00","13,736.68"
27/08/2009,"26,250.00","1,137.29","5,657.19","11,025.00","23,730.00",394.80,20.63,25.52,"18,939.59","1,270.00","10,500.00",808.00,756.00,"8,350.00","14,084.45"
28/08/2009,"26,250.00","1,131.90","5,585.58","11,261.25","24,150.00",394.80,20.63,25.81,"18,785.61","1,280.00","10,250.00",800.00,768.00,"8,300.00","14,171.39"
31/08/2009,"25,800.00","1,115.73","5,513.97","10,710.00","23,310.00",386.40,17.38,25.38,"18,323.67","1,220.00","10,125.00",803.20,750.00,"8,300.00","13,736.68"
01/09/2009,"26,250.00","1,121.12","5,585.58","10,867.50","23,730.00",390.60,16.01,25.38,"18,477.65","1,230.00","10,187.50",816.00,762.00,"8,200.00","13,823.62"
02/09/2009,"25,950.00","1,088.78","5,406.56","10,473.75","23,310.00",369.60,16.01,24.80,"17,707.75","1,170.00","10,312.50",803.20,732.00,"7,950.00","13,475.86"
03/09/2009,"25,800.00","1,078.00","5,406.56","10,395.00","24,150.00",382.20,16.01,24.94,"17,553.77","1,195.00","10,750.00",790.40,726.00,"8,250.00","13,562.80"
04/09/2009,"25,050.00","1,056.44","5,442.36","10,237.50","22,890.00",369.60,16.16,24.80,"16,783.87","1,180.00","10,312.50",780.80,708.00,"7,950.00","13,215.04"
07/09/2009,"24,750.00","1,051.05","5,406.56","10,237.50","22,680.00",369.60,16.16,24.94,"16,475.91","1,160.00","10,187.50",777.60,720.00,"7,900.00","13,128.09"
08/09/2009,"24,450.00","1,024.10","5,406.56","10,158.75","23,100.00",365.40,16.16,24.80,"16,475.91","1,140.00","10,500.00",758.40,708.00,"7,900.00","13,215.04"
09/09/2009,"23,850.00","1,029.49","5,191.73","10,158.75","22,890.00",361.20,16.16,24.51,"16,321.93","1,140.00","10,125.00",748.80,714.00,"7,850.00","13,475.86"
10/09/2009,"24,300.00","1,034.88","5,120.12","10,158.75","22,260.00",361.20,16.16,24.51,"16,629.89","1,150.00","10,312.50",742.40,750.00,"8,000.00","13,562.80"
11/09/2009,"25,350.00","1,072.61","5,263.34","11,182.50","23,520.00",373.80,16.16,25.09,"17,399.79","1,205.00","10,625.00",793.60,756.00,"8,300.00","13,997.51"
14/09/2009,"25,350.00","1,083.39","5,227.53","11,497.50","23,310.00",369.60,16.16,25.09,"17,091.83","1,205.00","10,562.50",784.00,738.00,"8,300.00","13,910.56"
15/09/2009,"25,050.00","1,078.00","5,155.92","11,261.25","22,890.00",365.40,16.16,24.94,"16,475.91","1,215.00","10,562.50",768.00,756.00,"8,150.00","13,649.74"
16/09/2009,"25,200.00","1,088.78","5,299.14","11,970.00","23,310.00",365.40,16.16,24.80,"17,091.83","1,255.00","10,750.00",780.80,810.00,"8,250.00","13,910.56"
17/09/2009,"25,200.00","1,088.78","5,334.95","12,127.50","23,520.00",373.80,16.16,25.09,"17,245.81","1,230.00","10,687.50",774.40,810.00,"8,150.00","13,997.51"
18/09/2009,"25,350.00","1,072.61","5,263.34","12,127.50","23,520.00",369.60,16.16,25.52,"17,091.83","1,225.00","10,750.00",774.40,822.00,"8,300.00","13,997.51"
23/09/2009,"25,200.00","1,067.22","5,191.73","11,576.25","23,520.00",365.40,16.16,25.81,"17,245.81","1,215.00","10,750.00",771.20,840.00,"8,250.00","13,910.56"
24/09/2009,"26,100.00","1,088.78","5,227.53","11,733.75","23,940.00",373.80,16.16,30.31,"17,707.75","1,230.00","10,875.00",777.60,858.00,"8,550.00","13,997.51"
25/09/2009,"25,650.00","1,078.00","5,263.34","11,497.50","23,940.00",373.80,17.95,33.93,"17,553.77","1,230.00","10,875.00",790.40,834.00,"8,600.00","14,084.45"
28/09/2009,"25,650.00","1,099.56","5,227.53","11,418.75","24,360.00",373.80,17.95,32.48,"18,169.69","1,235.00","10,875.00",808.00,852.00,"8,650.00","14,171.39"
29/09/2009,"25,650.00","1,115.73","5,263.34","11,418.75","24,360.00",373.80,17.10,34.22,"18,169.69","1,265.00","11,062.50",800.00,864.00,"8,600.00","14,345.27"
30/09/2009,"25,800.00","1,104.95","5,299.14","11,497.50","23,520.00",369.60,17.10,33.35,"17,861.73","1,250.00","11,000.00",803.20,882.00,"8,500.00","14,084.45"
01/10/2009,"25,500.00","1,099.56","5,299.14","11,497.50","23,520.00",373.80,17.10,33.50,"17,861.73","1,250.00","11,000.00",800.00,894.00,"8,550.00","14,084.45"
02/10/2009,"25,650.00","1,078.00","5,191.73","11,103.75","22,890.00",365.40,17.10,32.63,"17,245.81","1,240.00","10,500.00",780.80,918.00,"8,500.00","13,649.74"
05/10/2009,"26,100.00","1,099.56","5,227.53","11,340.00","23,940.00",369.60,17.10,32.48,"17,707.75","1,290.00","11,000.00",793.60,942.00,"9,200.00","14,084.45"
06/10/2009,"27,150.00","1,121.12","5,406.56","11,733.75","24,780.00",382.20,17.10,33.35,"19,093.57","1,330.00","11,875.00",816.00,972.00,"9,500.00","15,040.80"
07/10/2009,"27,000.00","1,115.73","5,370.75","11,733.75","24,570.00",373.80,17.10,32.48,"18,939.59","1,340.00","11,875.00",816.00,942.00,"9,200.00","14,432.21"
08/10/2009,"27,600.00","1,110.34","5,442.36","11,812.50","26,040.00",378.00,17.10,32.63,"19,401.53","1,360.00","11,625.00",816.00,960.00,"9,500.00","14,693.03"
09/10/2009,"28,200.00","1,104.95","5,406.56","11,576.25","26,250.00",386.40,17.10,33.35,"19,709.50","1,370.00","11,625.00",840.00,978.00,"9,550.00","14,606.09"
12/10/2009,"29,100.00","1,126.51","5,406.56","11,733.75","26,670.00",407.40,17.10,34.66,"20,017.46","1,360.00","11,937.50",856.00,996.00,"10,050.00","14,866.92"
13/10/2009,"27,900.00","1,126.51","5,406.56","11,340.00","25,830.00",403.20,17.10,32.92,"19,247.55","1,360.00","11,687.50",840.00,996.00,"9,850.00","14,693.03"
14/10/2009,"28,200.00","1,142.68","5,478.17","11,497.50","26,250.00",466.20,17.32,33.35,"20,171.44","1,400.00","11,687.50",848.00,"1,008.00","9,950.00","15,040.80"
15/10/2009,"27,600.00","1,169.63","5,513.97","11,340.00","26,460.00",478.80,17.32,33.64,"19,863.48","1,410.00","11,625.00",864.00,984.00,"9,750.00","14,779.97"
16/10/2009,"26,250.00","1,137.29","5,406.56","10,946.25","25,410.00",449.40,17.32,33.06,"19,401.53","1,350.00","11,125.00",840.00,966.00,"9,500.00","14,171.39"
19/10/2009,"26,400.00","1,137.29","5,442.36","10,946.25","25,620.00",466.20,17.32,33.21,"19,555.52","1,360.00","11,437.50",840.00,984.00,"9,750.00","14,519.15"
20/10/2009,"26,700.00","1,142.68","5,478.17","11,103.75","26,460.00",470.40,17.32,33.50,"20,017.46","1,370.00","11,687.50",848.00,996.00,"9,950.00","15,040.80"
21/10/2009,"26,700.00","1,148.07","5,442.36","11,025.00","26,460.00",470.40,17.59,33.35,"20,171.44","1,390.00","11,812.50",848.00,"1,014.00","9,900.00","15,127.74"
22/10/2009,"26,550.00","1,148.07","5,442.36","10,946.25","26,040.00",462.00,17.59,33.35,"19,863.48","1,420.00","12,125.00",832.00,990.00,"9,750.00","15,040.80"
23/10/2009,"27,000.00","1,153.46","5,513.97","11,103.75","26,250.00",499.80,17.59,33.64,"19,709.50","1,490.00","12,500.00",848.00,996.00,"9,900.00","15,214.68"
26/10/2009,"26,850.00","1,169.63","5,513.97","11,025.00","25,830.00",508.20,17.59,33.35,"19,401.53","1,470.00","12,375.00",848.00,990.00,"10,100.00","15,127.74"
27/10/2009,"26,250.00","1,148.07","5,442.36","11,025.00","25,830.00",499.80,17.59,33.21,"18,939.59","1,430.00","11,875.00",832.00,972.00,"9,750.00","14,606.09"
28/10/2009,"25,650.00","1,110.34","5,370.75","10,788.75","24,990.00",466.20,17.59,31.90,"18,323.67","1,370.00","11,375.00",808.00,924.00,"9,450.00","14,171.39"
30/10/2009,"24,600.00","1,261.26","5,299.14","9,922.50","23,100.00",441.00,17.00,29.73,"17,707.75","1,260.00","11,312.50",752.00,888.00,"9,200.00","13,562.80"
02/11/2009,"25,200.00","1,191.19","5,191.73","9,607.50","23,940.00",432.60,17.00,29.73,"18,169.69","1,235.00","11,750.00",803.20,882.00,"9,200.00","13,736.68"
03/11/2009,"24,600.00","1,137.29","5,084.31","9,292.50","23,100.00",420.00,17.00,28.71,"17,399.79","1,180.00","11,625.00",812.80,846.00,"8,900.00","13,301.98"
04/11/2009,"24,450.00","1,207.36","5,155.92","9,371.25","23,520.00",436.80,16.00,29.29,"17,861.73","1,190.00","11,875.00",792.00,864.00,"8,750.00","13,215.04"
05/11/2009,"24,600.00","1,207.36","5,084.31","9,450.00","23,520.00",445.20,16.00,28.71,"17,707.75","1,225.00","11,812.50",824.00,882.00,"8,550.00","13,215.04"
06/11/2009,"24,300.00","1,223.53","5,155.92","9,607.50","23,520.00",432.60,16.75,29.87,"17,399.79","1,200.00","11,562.50",792.00,930.00,"8,550.00","13,215.04"
09/11/2009,"24,750.00","1,218.14","5,191.73","9,765.00","23,940.00",441.00,15.60,29.73,"17,861.73","1,250.00","11,687.50",800.00,948.00,"8,750.00","13,562.80"
10/11/2009,"24,900.00","1,234.31","5,299.14","10,001.25","24,150.00",432.60,15.60,29.29,"18,477.65","1,250.00","11,687.50",806.40,942.00,"8,750.00","13,562.80"
11/11/2009,"25,950.00","1,228.92","5,263.34","10,001.25","24,780.00",436.80,15.60,29.58,"19,093.57","1,280.00","11,875.00",808.00,966.00,"8,950.00","13,997.51"
12/11/2009,"25,800.00","1,239.70","5,370.75","10,158.75","24,570.00",432.60,15.60,29.58,"19,093.57","1,290.00","11,687.50",793.60,954.00,"8,950.00","13,562.80"
13/11/2009,"25,800.00","1,234.31","5,299.14","10,473.75","24,360.00",424.20,15.60,29.15,"18,169.69","1,260.00","11,750.00",774.40,942.00,"9,000.00","13,301.98"
16/11/2009,"26,250.00","1,261.26","5,263.34","10,158.75","24,360.00",420.00,15.60,29.73,"17,861.73","1,290.00","12,187.50",768.00,948.00,"9,150.00","13,475.86"
17/11/2009,"25,350.00","1,255.87","5,120.12","9,765.00","23,520.00",407.40,15.60,29.15,"16,937.85","1,230.00","11,625.00",755.20,906.00,"8,600.00","13,041.15"
18/11/2009,"25,500.00","1,228.92","5,120.12","9,765.00","22,470.00",415.80,15.60,28.86,"16,475.91","1,195.00","11,625.00",752.00,888.00,"8,350.00","12,693.39"
19/11/2009,"25,050.00","1,218.14","5,120.12","9,686.25","22,260.00",399.00,15.60,28.71,"16,167.95","1,190.00","11,437.50",752.00,888.00,"8,100.00","12,693.39"
20/11/2009,"24,150.00","1,158.85","4,941.09","9,371.25","22,470.00",373.80,15.60,28.42,"16,167.95","1,150.00","11,375.00",720.00,864.00,"7,850.00","12,606.45"
23/11/2009,"24,750.00","1,142.68","5,012.70","9,450.00","22,680.00",399.00,15.60,28.42,"16,475.91","1,155.00","11,562.50",755.20,888.00,"8,000.00","12,693.39"
24/11/2009,"24,600.00","1,153.46","5,084.31","9,292.50","22,260.00",390.60,15.60,28.42,"16,475.91","1,150.00","11,375.00",732.80,882.00,"8,000.00","12,780.33"
25/11/2009,"24,450.00","1,148.07","5,012.70","9,213.75","22,260.00",399.00,15.60,29.15,"16,321.93","1,145.00","11,437.50",729.60,888.00,"7,850.00","12,693.39"
26/11/2009,"24,600.00","1,121.12","4,976.90","9,056.25","21,840.00",390.60,15.60,29.58,"16,013.97","1,140.00","11,312.50",720.00,870.00,"7,800.00","12,693.39"
01/12/2009,"25,050.00","1,131.90","4,941.09","9,056.25","22,260.00",394.80,15.60,29.15,"16,167.95","1,155.00","11,625.00",716.80,876.00,"8,200.00","12,867.27"
02/12/2009,"25,950.00","1,175.02","5,048.51","9,371.25","23,940.00",407.40,15.60,30.02,"17,245.81","1,225.00","11,875.00",729.60,912.00,"8,850.00","13,301.98"
03/12/2009,"27,600.00","1,201.97","5,191.73","9,686.25","24,780.00",428.40,15.60,31.47,"18,169.69","1,270.00","12,312.50",752.00,948.00,"9,550.00","13,910.56"
04/12/2009,"27,300.00","1,196.58","5,120.12","9,686.25","25,410.00",436.80,15.60,30.74,"18,169.69","1,250.00","12,437.50",755.20,960.00,"9,850.00","13,910.56"
07/12/2009,"26,850.00","1,180.41","5,155.92","9,607.50","25,200.00",436.80,16.17,30.31,"18,015.71","1,240.00","12,437.50",768.00,960.00,"9,850.00","13,736.68"
08/12/2009,"27,000.00","1,175.02","5,084.31","9,528.75","24,780.00",424.20,16.17,30.74,"17,861.73","1,240.00","12,250.00",764.80,948.00,"9,500.00","13,649.74"
09/12/2009,"26,700.00","1,158.85","5,048.51","9,450.00","24,360.00",415.80,16.17,30.74,"17,861.73","1,240.00","12,437.50",758.40,936.00,"9,450.00","13,649.74"
10/12/2009,"27,150.00","1,164.24","5,084.31","9,528.75","24,780.00",424.20,16.17,30.89,"18,169.69","1,260.00","12,625.00",800.00,954.00,"9,650.00","13,736.68"
11/12/2009,"26,850.00","1,169.63","5,120.12","9,450.00","24,570.00",424.20,16.17,30.89,"17,861.73","1,250.00","12,250.00",790.40,954.00,"9,550.00","13,736.68"
14/12/2009,"27,600.00","1,180.41","5,155.92","9,528.75","25,200.00",428.40,16.17,33.64,"18,323.67","1,260.00","12,562.50",838.40,"1,014.00","9,800.00","13,736.68"
15/12/2009,"27,750.00","1,185.80","5,120.12","9,607.50","25,410.00",436.80,16.17,32.19,"18,477.65","1,270.00","12,562.50",928.00,"1,020.00","9,750.00","13,736.68"
16/12/2009,"27,900.00","1,191.19","5,120.12","9,686.25","25,620.00",436.80,16.17,32.34,"18,939.59","1,300.00","12,750.00",976.00,"1,032.00","9,950.00","13,997.51"
17/12/2009,"27,150.00","1,201.97","5,120.12","9,371.25","25,200.00",428.40,16.17,32.77,"18,631.63","1,270.00","12,500.00",944.00,"1,008.00","9,750.00","13,475.86"
18/12/2009,"27,000.00","1,201.97","5,120.12","9,450.00","24,990.00",428.40,16.17,33.06,"18,785.61","1,200.00","12,750.00",952.00,"1,002.00","9,750.00","13,562.80"
21/12/2009,"27,900.00","1,223.53","5,120.12","9,528.75","25,620.00",436.80,16.17,33.06,"19,247.55","1,270.00","13,250.00",960.00,"1,038.00","9,950.00","13,910.56"
22/12/2009,"28,350.00","1,218.14","5,120.12","9,528.75","25,620.00",432.60,16.17,32.92,"19,401.53","1,270.00","13,625.00",968.00,"1,068.00","10,150.00","13,823.62"
23/12/2009,"27,900.00","1,201.97","5,155.92","9,371.25","25,410.00",432.60,16.17,32.34,"18,939.59","1,260.00","13,250.00",960.00,"1,050.00","10,050.00","13,736.68"
24/12/2009,"28,200.00","1,207.36","5,227.53","9,450.00","25,830.00",441.00,16.17,32.34,"19,093.57","1,270.00","13,500.00",960.00,"1,056.00","9,950.00","13,736.68"
25/12/2009,"28,650.00","1,196.58","5,227.53","9,371.25","25,830.00",436.80,16.17,32.34,"19,247.55","1,250.00","13,500.00",960.00,"1,056.00","9,950.00","13,736.68"
28/12/2009,"28,500.00","1,196.58","5,227.53","9,371.25","25,620.00",441.00,16.17,32.05,"19,247.55","1,250.00","13,500.00",976.00,"1,050.00","10,000.00","13,823.62"
29/12/2009,"28,500.00","1,191.19","5,191.73","9,450.00","25,830.00",441.00,16.17,32.63,"19,401.53","1,260.00","13,750.00","1,080.00","1,068.00","10,150.00","13,823.62"
30/12/2009,"28,050.00","1,185.80","5,155.92","9,450.00","25,830.00",436.80,16.17,32.19,"18,939.59","1,270.00","13,750.00","1,088.00","1,062.00","10,100.00","13,823.62"
31/12/2009,"28,350.00","1,191.19","5,191.73","9,528.75","26,670.00",445.20,16.17,32.34,"19,401.53","1,290.00","14,875.00","1,128.00","1,092.00","10,650.00","14,258.33"
04/01/2010,"28,650.00","1,201.97","5,191.73","9,450.00","26,880.00",449.40,16.17,33.79,"19,401.53","1,310.00","14,500.00","1,136.00","1,104.00","11,050.00","14,258.33"
05/01/2010,"29,100.00","1,277.43","5,227.53","9,607.50","26,880.00",462.00,16.17,33.35,"19,863.48","1,350.00","14,375.00","1,104.00","1,116.00","10,900.00","14,866.92"
06/01/2010,"28,950.00","1,277.43","5,263.34","9,686.25","27,300.00",470.40,15.70,33.64,"19,555.52","1,340.00","14,500.00","1,176.00","1,116.00","10,850.00","14,953.86"
07/01/2010,"28,800.00","1,325.94","5,227.53","9,765.00","27,720.00",466.20,15.70,33.21,"19,863.48","1,370.00","14,500.00","1,240.00","1,122.00","11,100.00","15,127.74"
08/01/2010,"28,650.00","1,358.28","5,299.14","9,922.50","27,510.00",462.00,15.70,32.92,"20,017.46","1,390.00","14,250.00","1,232.00","1,128.00","10,900.00","15,040.80"
11/01/2010,"27,900.00","1,336.72","5,263.34","10,080.00","26,880.00",449.40,15.70,32.77,"19,401.53","1,370.00","13,750.00","1,224.00","1,122.00","10,600.00","14,693.03"
12/01/2010,"27,750.00","1,325.94","5,227.53","9,843.75","26,670.00",453.60,15.70,32.63,"19,401.53","1,350.00","13,500.00","1,216.00","1,116.00","10,500.00","14,606.09"
13/01/2010,"27,900.00","1,352.89","5,263.34","9,843.75","26,880.00",457.80,15.70,33.21,"20,171.44","1,370.00","13,875.00","1,208.00","1,122.00","10,700.00","14,866.92"
14/01/2010,"27,900.00","1,347.50","5,227.53","9,922.50","26,880.00",453.60,15.70,33.06,"20,171.44","1,370.00","13,625.00","1,224.00","1,116.00","10,550.00","14,693.03"
15/01/2010,"27,600.00","1,309.77","5,227.53","9,765.00","26,250.00",453.60,15.70,32.19,"19,709.50","1,340.00","13,000.00","1,208.00","1,104.00","10,200.00","14,866.92"
18/01/2010,"27,600.00","1,304.38","5,227.53","9,843.75","26,670.00",457.80,15.70,32.63,"20,017.46","1,350.00","13,500.00","1,208.00","1,104.00","10,300.00","14,953.86"
19/01/2010,"27,750.00","1,320.55","5,263.34","9,686.25","26,670.00",462.00,16.50,32.63,"20,017.46","1,350.00","14,125.00","1,208.00","1,122.00","10,450.00","15,127.74"
20/01/2010,"27,900.00","1,336.72","5,334.95","9,765.00","27,300.00",474.60,18.00,37.12,"19,863.48","1,350.00","14,000.00","1,216.00","1,122.00","10,600.00","15,562.44"
21/01/2010,"27,150.00","1,325.94","5,728.80","9,922.50","27,510.00",470.40,18.00,40.46,"20,171.44","1,360.00","13,500.00","1,200.00","1,122.00","10,550.00","15,475.50"
